2024-08-06 14:08:01: -- 分析开始 Periodic Timer
2024-08-06 14:08:04: Do Not Propagate Deletions: 1-way deletions reverted: 12309
2024-08-06 14:08:04: /2018/05/20180526_180910.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_181030.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_181036.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_181258.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_181714.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_181736.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_181834.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_181852.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_181906.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_182046.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_182116.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_182124.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_182136.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_182158.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_182926.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183050.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183216.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183228.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183230.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183614.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183626.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183642.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183704.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183744.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_183806.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_192022.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_192126.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_192134.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_192844.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_192910.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_193206.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_193210.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_193216.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_193854.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_195032.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_195038.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_195040.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_195056.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_195124.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_195632.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: /2018/05/20180526_195914.jpg: L:TimeSize<>; 警告：较旧的文件将替换较新的文件
2024-08-06 14:08:04: 变更：94， 冲突：0， 复制时间：0， 复制状态：0， 错误： 0, All: 41445
2024-08-06 14:08:04: Left to Right: Copy File: 94 
2024-08-06 14:08:04: == 同步开始由 Periodic Timer
2024-08-06 14:08:05: File Systems limited number of parallel threads to 8
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2014/11/20141107_104939.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2014/11/20141107_104939.jpg' (441,666)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_180900.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_180900.jpg' (4,762,863)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_181052.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181052.jpg' (5,175,504)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_180910.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_180910.jpg' (4,991,725)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_181024.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181024.jpg' (5,837,192)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_181258.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181258.jpg' (4,632,756)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_181030.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181030.jpg' (5,608,704)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_181236.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181236.jpg' (5,424,640)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_181036.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181036.jpg' (5,581,101)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_181714.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181714.jpg' (6,420,969)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_181852.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181852.jpg' (6,190,274)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_182124.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182124.jpg' (5,015,022)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_181834.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181834.jpg' (6,149,914)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_181736.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181736.jpg' (6,505,947)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_181906.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_181906.jpg' (6,003,302)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_182116.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182116.jpg' (6,097,530)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_182046.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182046.jpg' (6,440,973)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_182136.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182136.jpg' (5,883,590)
2024-08-06 14:08:05: 覆盖复制 'F:/photo_script/donephotos/2018/05/20180526_182158.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182158.jpg' (5,739,202)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_182246.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182246.jpg' (5,680,565)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_182502.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182502.jpg' (5,590,459)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_182340.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182340.jpg' (5,592,183)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_182412.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182412.jpg' (5,069,607)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_182414.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182414.jpg' (5,438,083)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_182918.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182918.jpg' (5,464,448)
2024-08-06 14:08:05: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_182520.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182520.jpg' (5,804,214)
2024-08-06 14:08:06: 新建复制 'F:/photo_script/donephotos/2018/05/20180526_182930.jpg' -> 'smbd://172.16.66.192/photo/tom/lib/cal/2018/05/20180526_182930.jpg' (5,839,951)
